Data,Dia da Semana,Gasto (R$),Receita (R$),ROAS,Compras,CPA (R$),Custo por Mensagem (R$),Custo por Visita (R$),Impressões,Alcance,CTR (%),CPC (R$)
2025-06-09,Segunda-feira,"8,22","0,0","0,0","0,0","0,0","0,0","0,0",1191,1086,"5,625525","0,122687"
2025-06-09,Segunda-feira,"8,13","0,0","0,0","0,0","0,0","8,13","0,0",1051,968,"5,042816","0,153396"
2025-06-10,Terça-feira,"7,88","0,0","0,0","0,0","0,0","0,0","0,0",5935,5894,"0,117944","1,125714"
2025-06-10,Terça-feira,"3,39","0,0","0,0","0,0","0,0","0,0","0,0",2838,2773,"0,17618","0,678"
2025-06-10,Terça-feira,"8,81","0,0","0,0","0,0","0,0","0,0","0,0",1732,1661,"3,86836","0,131493"
2025-06-10,Terça-feira,"9,4","0,0","0,0","0,0","0,0","9,4","0,0",1376,1260,"5,014535","0,136232"
2025-06-10,Terça-feira,"4,76","0,0","0,0","0,0","0,0","0,0","0,0",4932,4932,"0,101379","0,952"
2025-06-11,Quarta-feira,"9,39","0,0","0,0","0,0","0,0","0,0","0,0",6371,6081,"0,094177","1,565"
2025-06-11,Quarta-feira,"8,61","0,0","0,0","0,0","0,0","8,61","0,0",1318,1251,"4,248862","0,15375"
2025-06-11,Quarta-feira,"8,49","0,0","0,0","0,0","0,0","0,0","0,0",1389,1313,"2,519798","0,242571"
2025-06-11,Quarta-feira,"8,43","0,0","0,0","0,0","0,0","0,0","0,0",6800,6800,"0,161765","0,766364"
2025-06-12,Quinta-feira,"9,72","0,0","0,0","0,0","0,0","0,0","0,0",7274,7204,"0,109981","1,215"
2025-06-12,Quinta-feira,"9,19","0,0","0,0","0,0","0,0","0,0","0,0",1741,1733,"3,96324","0,133188"
2025-06-12,Quinta-feira,"8,49","0,0","0,0","0,0","0,0","0,0","0,0",2071,1951,"2,752294","0,148947"
2025-06-12,Quinta-feira,"9,82","0,0","0,0","0,0","0,0","0,0","0,0",7832,7769,"0,178754","0,701429"
2025-06-13,Sexta-feira,"8,78","0,0","0,0","0,0","0,0","0,0","0,0",7107,7107,"0,084424","1,463333"
2025-06-13,Sexta-feira,"9,99","0,0","0,0","0,0","0,0","0,0","0,0",1700,1591,"4,117647","0,142714"
2025-06-13,Sexta-feira,"10,28","0,0","0,0","0,0","0,0","0,0","0,0",1032,993,"5,717054","0,174237"
2025-06-13,Sexta-feira,"8,9","0,0","0,0","0,0","0,0","0,0","0,0",7221,7180,"0,124636","0,988889"
2025-06-14,Sábado,"9,91","0,0","0,0","0,0","0,0","0,0","0,0",8242,8148,"0,169862","0,707857"
2025-06-14,Sábado,"9,43","0,0","0,0","0,0","0,0","0,0","0,0",1881,1751,"3,455609","0,145077"
2025-06-14,Sábado,"9,68","0,0","0,0","0,0","0,0","0,0","0,0",1033,953,"6,098742","0,153651"
2025-06-14,Sábado,"10,11","0,0","0,0","0,0","0,0","0,0","0,0",8041,7855,"0,09949","1,26375"
2025-06-15,Domingo,"10,04","0,0","0,0","0,0","0,0","0,0","0,0",8716,8716,"0,160624","0,717143"
2025-06-15,Domingo,"10,01","0,0","0,0","0,0","0,0","0,0","0,0",1950,1803,"2,820513","0,182"
2025-06-15,Domingo,"10,34","0,0","0,0","0,0","0,0","0,0","0,0",1154,1102,"6,499133","0,137867"
2025-06-15,Domingo,"10,59","0,0","0,0","0,0","0,0","0,0","0,0",8745,8571,"0,194397","0,622941"
2025-06-16,Segunda-feira,"9,02","0,0","0,0","0,0","0,0","0,0","0,0",7759,7664,"0,154659","0,751667"
2025-06-16,Segunda-feira,"9,7","0,0","0,0","0,0","0,0","0,0","0,0",1792,1612,"3,683036","0,14697"
2025-06-16,Segunda-feira,"9,95","0,0","0,0","0,0","0,0","0,0","0,0",1098,1064,"5,464481","0,165833"
2025-06-16,Segunda-feira,"9,42","0,0","0,0","0,0","0,0","0,0","0,0",7827,7758,"0,217197","0,554118"
2025-06-17,Terça-feira,"8,53","0,0","0,0","0,0","0,0","0,0","0,0",7247,7247,"0,151787","0,775455"
2025-06-17,Terça-feira,"9,06","0,0","0,0","0,0","0,0","0,0","0,0",1758,1637,"3,754266","0,137273"
2025-06-17,Terça-feira,"8,98","0,0","0,0","0,0","0,0","4,49","0,0",1023,966,"6,647116","0,132059"
2025-06-17,Terça-feira,"8,89","0,0","0,0","0,0","0,0","0,0","0,0",7328,7216,"0,231987","0,522941"
2025-06-18,Quarta-feira,"7,33","0,0","0,0","0,0","0,0","0,0","0,0",5957,5923,"0,16787","0,733"
2025-06-18,Quarta-feira,"8,53","0,0","0,0","0,0","0,0","8,53","0,0",1460,1396,"3,835616","0,152321"
2025-06-18,Quarta-feira,"8,64","0,0","0,0","0,0","0,0","0,0","0,0",1076,1021,"6,877323","0,116757"
2025-06-18,Quarta-feira,"7,18","0,0","0,0","0,0","0,0","0,0","0,0",5657,5657,"0,229804","0,552308"
2025-06-19,Quinta-feira,"8,54","0,0","0,0","0,0","0,0","0,0","0,0",6667,6654,"0,164992","0,776364"
2025-06-19,Quinta-feira,"9,53","0,0","0,0","0,0","0,0","9,53","0,0",1735,1560,"3,227666","0,170179"
2025-06-19,Quinta-feira,"9,21","0,0","0,0","0,0","0,0","0,0","0,0",1208,1129,"6,539735","0,116582"
2025-06-19,Quinta-feira,"9,25","0,0","0,0","0,0","0,0","0,0","0,0",7190,7138,"0,125174","1,027778"
2025-06-20,Sexta-feira,"9,15","0,0","0,0","0,0","0,0","0,0","0,0",6947,6697,"0,143947","0,915"
2025-06-20,Sexta-feira,"9,09","0,0","0,0","0,0","0,0","0,0","0,0",2343,2167,"3,499787","0,110854"
2025-06-20,Sexta-feira,"7,94","0,0","0,0","0,0","0,0","0,0","0,0",1392,1277,"3,16092","0,180455"
2025-06-20,Sexta-feira,"8,93","0,0","0,0","0,0","0,0","0,0","0,0",6763,6763,"0,059145","2,2325"
2025-06-21,Sábado,"9,89","0,0","0,0","0,0","0,0","0,0","0,0",7374,7374,"0,162734","0,824167"
2025-06-21,Sábado,"8,7","0,0","0,0","0,0","0,0","8,7","0,0",2089,1946,"3,207276","0,129851"
2025-06-21,Sábado,"9,36","0,0","0,0","0,0","0,0","0,0","0,0",1598,1535,"3,254068","0,18"
2025-06-21,Sábado,"9,54","0,0","0,0","0,0","0,0","0,0","0,0",7130,7020,"0,196353","0,681429"
2025-06-22,Domingo,"10,17","0,0","0,0","0,0","0,0","0,0","0,0",7609,7515,"0,144566","0,924545"
2025-06-22,Domingo,"9,74","0,0","0,0","0,0","0,0","0,0","0,0",2128,2025,"3,430451","0,133425"
2025-06-22,Domingo,"9,96","0,0","0,0","0,0","0,0","9,96","0,0",1702,1593,"4,112808","0,142286"
2025-06-22,Domingo,"10,69","0,0","0,0","0,0","0,0","0,0","0,0",8392,8071,"0,190658","0,668125"
2025-06-23,Segunda-feira,"9,31","0,0","0,0","0,0","0,0","0,0","0,0",6876,6876,"0,145433","0,931"
2025-06-23,Segunda-feira,"9,66","0,0","0,0","0,0","0,0","9,66","0,0",1606,1550,"4,732254","0,127105"
2025-06-23,Segunda-feira,"9,42","0,0","0,0","0,0","0,0","0,0","0,0",2345,2017,"2,515991","0,159661"
2025-06-23,Segunda-feira,"9,58","0,0","0,0","0,0","0,0","0,0","0,0",7946,7903,"0,176189","0,684286"
2025-05-27,Terça-feira,"0,0","271,20000000000005","0,0","3,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-05-28,Quarta-feira,"13,15","0,0","0,0","0,0","0,0","0,0","4,383333",1286,985,"1,244168","0,821875"
2025-05-28,Quarta-feira,"7,13","0,0","0,0","0,0","0,0","0,0","7,13",600,454,"1,333333","0,89125"
2025-05-28,Quarta-feira,"6,77","1066,8600000000001","157,58641063515512","12,0","0,5641666666666666","0,0","0,0",595,436,"0,504202","2,256667"
2025-05-28,Quarta-feira,"10,09","0,0","0,0","0,0","0,0","0,0","0,0",1226,912,"0,489396","1,681667"
2025-05-28,Quarta-feira,"1,96","0,0","0,0","0,0","0,0","0,0","1,96",324,238,"0,617284","0,98"
2025-05-28,Quarta-feira,"7,6","0,0","0,0","0,0","0,0","0,0","7,6",1037,696,"1,350048","0,542857"
2025-05-28,Quarta-feira,"16,47","0,0","0,0","0,0","0,0","0,0","5,49",2275,1702,"0,879121","0,8235"
2025-05-28,Quarta-feira,"20,63","0,0","0,0","0,0","0,0","0,0","3,438333",2379,1953,"1,261034","0,687667"
2025-05-28,Quarta-feira,"12,58","0,0","0,0","0,0","0,0","0,0","12,58",2562,2193,"0,9758","0,5032"
2025-05-28,Quarta-feira,"0,98","0,0","0,0","0,0","0,0","0,0","0,0",252,232,"0,396825","0,98"
2025-05-28,Quarta-feira,"14,78","0,0","0,0","0,0","0,0","0,0","2,956",2605,2225,"1,113244","0,509655"
2025-05-28,Quarta-feira,"7,49","0,0","0,0","0,0","0,0","0,0","3,745",905,840,"0,773481","1,07"
2025-05-28,Quarta-feira,"23,98","0,0","0,0","0,0","0,0","0,0","11,99",5258,4924,"2,605553","0,175037"
2025-05-28,Quarta-feira,"12,54","0,0","0,0","0,0","0,0","4,18","0,0",646,646,"2,631579","0,737647"
2025-05-29,Quinta-feira,"13,85","449,34000000000003","32,443321299638995","6,0","2,308333333333333","0,0","13,85",1089,747,"0,367309","3,4625"
2025-05-29,Quinta-feira,"12,19","0,0","0,0","0,0","0,0","0,0","2,438",917,635,"0,654308","2,031667"
2025-05-29,Quinta-feira,"9,62","0,0","0,0","0,0","0,0","0,0","4,81",1131,714,"0,972591","0,874545"
2025-05-29,Quinta-feira,"12,03","1402,8899999999999","116,61596009975062","12,0","1,0025","0,0","6,015",1111,760,"0,990099","1,093636"
2025-05-29,Quinta-feira,"16,75","894,5999999999999","53,40895522388059","9,0","1,8611111111111112","0,0","4,1875",2110,1200,"1,800948","0,440789"
2025-05-29,Quinta-feira,"9,76","279,09000000000003","28,595286885245905","3,0","3,2533333333333334","0,0","9,76",1023,630,"0,391007","2,44"
2025-05-29,Quinta-feira,"17,38","0,0","0,0","0,0","0,0","0,0","2,482857",2589,2319,"1,158749","0,579333"
2025-05-29,Quinta-feira,"17,03","0,0","0,0","0,0","0,0","0,0","8,515",2331,1664,"0,514801","1,419167"
2025-05-29,Quinta-feira,"14,79","0,0","0,0","0,0","0,0","0,0","1,643333",2543,2240,"2,909949","0,199865"
2025-05-29,Quinta-feira,"14,43","350,49","24,28898128898129","3,0","4,81","0,0","2,886",1998,1626,"3,153153","0,229048"
2025-05-29,Quinta-feira,"16,09","0,0","0,0","0,0","0,0","0,0","5,363333",2653,2002,"0,527704","1,149286"
2025-05-29,Quinta-feira,"8,6","224,67000000000002","26,124418604651165","3,0","2,8666666666666667","0,0","8,6",983,806,"0,406918","2,15"
2025-05-29,Quinta-feira,"41,92","0,0","0,0","0,0","0,0","0,0","41,92",8044,7432,"2,747389","0,189683"
2025-05-29,Quinta-feira,"60,92","0,0","0,0","0,0","0,0","4,351429","0,0",3372,3099,"3,529063","0,511933"
2025-05-29,Quinta-feira,"15,65","0,0","0,0","0,0","0,0","0,0","7,825",2031,1623,"0,393895","1,95625"
2025-05-29,Quinta-feira,"22,71","314,4","13,844121532364596","3,0","7,57","0,0","5,6775",3013,2408,"0,962496","0,783103"
2025-05-29,Quinta-feira,"6,19","0,0","0,0","0,0","0,0","0,0","0,0",840,794,"0,357143","2,063333"
2025-05-29,Quinta-feira,"6,98","0,0","0,0","0,0","0,0","0,0","6,98",818,743,"1,344743","0,634545"
2025-05-29,Quinta-feira,"10,44","0,0","0,0","0,0","0,0","0,0","5,22",1161,1074,"1,033592","0,87"
2025-05-29,Quinta-feira,"6,74","0,0","0,0","0,0","0,0","0,0","6,74",802,700,"0,74813","1,123333"
2025-05-29,Quinta-feira,"5,15","0,0","0,0","0,0","0,0","0,0","2,575",715,668,"0,979021","0,735714"
2025-05-29,Quinta-feira,"3,51","0,0","0,0","0,0","0,0","0,0","3,51",557,508,"0,359066","1,755"
2025-05-29,Quinta-feira,"4,87","0,0","0,0","0,0","0,0","0,0","4,87",397,355,"1,007557","1,2175"
2025-05-29,Quinta-feira,"4,29","0,0","0,0","0,0","0,0","0,0","0,0",353,323,"1,699717","0,715"
2025-05-30,Sexta-feira,"0,97","1190,67","1227,494845360825","15,0","0,06466666666666666","0,0","0,0",107,94,"2,803738","0,323333"
2025-05-30,Sexta-feira,"45,03","2959,38","65,72018654230513","24,0","1,87625","45,03","11,2575",3445,2009,"0,667634","1,957826"
2025-05-30,Sexta-feira,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-05-30,Sexta-feira,"0,0","614,37","0,0","3,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-05-30,Sexta-feira,"1,98","1206,06","609,1212121212121","12,0","0,165","0,0","0,66",310,293,"5,16129","0,12375"
2025-05-30,Sexta-feira,"0,36","0,0","0,0","0,0","0,0","0,0","0,0",63,59,"1,587302","0,36"
2025-05-30,Sexta-feira,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-05-30,Sexta-feira,"20,15","4444,799999999999","220,58560794044664","42,0","0,4797619047619047","0,0","5,0375",2108,1501,"1,13852","0,839583"
2025-05-30,Sexta-feira,"48,63","1637,6999999999998","33,676742751388026","18,0","2,7016666666666667","0,0","3,473571",5556,3549,"0,989921","0,884182"
2025-05-30,Sexta-feira,"20,01","0,0","0,0","0,0","0,0","0,0","5,0025",2774,2428,"0,612833","1,177059"
2025-05-30,Sexta-feira,"23,45","473,34000000000003","20,185074626865674","6,0","3,908333333333333","23,45","7,816667",2553,2094,"1,253427","0,732813"
2025-05-30,Sexta-feira,"37,68","1009,26","26,78503184713376","9,0","4,1866666666666665","37,68","18,84",3867,3117,"0,594776","1,638261"
2025-05-30,Sexta-feira,"33,9","882,8700000000001","26,043362831858413","9,0","3,7666666666666666","33,9","3,766667",4636,3638,"0,64711","1,13"
2025-05-30,Sexta-feira,"29,05","2424,27","83,45163511187607","21,0","1,3833333333333333","0,0","9,683333",3418,2525,"0,555881","1,528947"
2025-05-30,Sexta-feira,"31,3","325,20000000000005","10,389776357827477","3,0","10,433333333333334","0,0","5,216667",4673,4196,"0,492189","1,36087"
2025-05-30,Sexta-feira,"19,47","0,0","0,0","0,0","0,0","0,0","4,8675",1250,1074,"1,04","1,497692"
2025-05-30,Sexta-feira,"14,41","0,0","0,0","0,0","0,0","0,0","4,803333",998,846,"1,603206","0,900625"
2025-05-30,Sexta-feira,"34,56","0,0","0,0","0,0","0,0","34,56","0,0",3841,2727,"0,494663","1,818947"
2025-05-30,Sexta-feira,"31,85","677,46","21,27032967032967","9,0","3,538888888888889","31,85","15,925",3053,2058,"0,425811","2,45"
2025-05-30,Sexta-feira,"21,62","389,46","18,01387604070305","6,0","3,6033333333333335","0,0","10,81",1332,929,"0,975976","1,663077"
2025-05-30,Sexta-feira,"13,82","0,0","0,0","0,0","0,0","0,0","13,82",1136,928,"2,376761","0,511852"
2025-05-31,Sábado,"28,11","628,8","22,369263607257203","6,0","4,685","0,0","5,622",2999,1861,"0,833611","1,1244"
2025-05-31,Sábado,"12,94","0,0","0,0","0,0","0,0","0,0","2,588",2615,2078,"0,764818","0,647"
2025-05-31,Sábado,"13,07","812,46","62,16220351951033","6,0","2,1783333333333332","0,0","2,614",1341,985,"1,491424","0,6535"
2025-05-31,Sábado,"41,3","6523,59","157,95617433414046","57,0","0,7245614035087719","0,0","3,754545",5444,3867,"0,771492","0,983333"
2025-05-31,Sábado,"8,0","0,0","0,0","0,0","0,0","0,0","0,0",899,635,"0,556174","1,6"
2025-05-31,Sábado,"9,34","0,0","0,0","0,0","0,0","0,0","2,335",939,714,"1,916933","0,518889"
2025-05-31,Sábado,"16,96","3841,1099999999997","226,48054245283015","42,0","0,40380952380952384","0,0","0,0",917,643,"0,654308","2,826667"
2025-05-31,Sábado,"20,37","885,69","43,480117820324004","9,0","2,2633333333333336","0,0","3,395",3105,2612,"0,676329","0,97"
2025-05-31,Sábado,"18,04","2280,69","126,42405764966742","21,0","0,8590476190476191","0,0","18,04",1980,1428,"1,414141","0,644286"
2025-05-31,Sábado,"10,92","359,67","32,93681318681319","3,0","3,64","0,0","2,73",1381,1242,"1,013758","0,78"
2025-05-31,Sábado,"9,64","0,0","0,0","0,0","0,0","0,0","9,64",894,801,"0,671141","1,606667"
2025-05-31,Sábado,"10,2","0,0","0,0","0,0","0,0","0,0","2,55",874,773,"2,974828","0,392308"
2025-05-31,Sábado,"16,67","0,0","0,0","0,0","0,0","0,0","0,0",2338,1915,"0,727117","0,980588"
2025-05-31,Sábado,"19,8","1376,43","69,51666666666667","12,0","1,6500000000000001","19,8","1,8",2379,1782,"1,639344","0,507692"
2025-05-31,Sábado,"10,35","4419,0","426,95652173913044","42,0","0,2464285714285714","0,0","10,35",740,597,"1,891892","0,739286"
2025-05-31,Sábado,"6,9","459,65999999999997","66,61739130434782","3,0","2,3000000000000003","0,0","3,45",522,338,"1,532567","0,8625"
2025-06-01,Domingo,"0,0","268,23","0,0","3,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-01,Domingo,"0,0","1471,1999999999998","0,0","18,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-01,Domingo,"0,0","1992,96","0,0","18,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-01,Domingo,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-01,Domingo,"0,0","906,6600000000001","0,0","9,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-02,Segunda-feira,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-03,Terça-feira,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-03,Terça-feira,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-04,Quarta-feira,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-04,Quarta-feira,"0,0","520,26","0,0","6,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-05,Quinta-feira,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",0,0,"0,0","0,0"
2025-06-10,Terça-feira,"13,08","0,0","0,0","0,0","0,0","0,0","6,54",1423,1184,"0,35137","2,616"
2025-06-10,Terça-feira,"16,25","0,0","0,0","0,0","0,0","0,0","8,125",1796,1623,"1,280624","0,706522"
2025-06-10,Terça-feira,"6,76","0,0","0,0","0,0","0,0","0,0","3,38",674,565,"0,890208","1,126667"
2025-06-10,Terça-feira,"19,79","0,0","0,0","0,0","0,0","0,0","3,958",1469,1316,"1,429544","0,942381"
2025-06-10,Terça-feira,"3,32","0,0","0,0","0,0","0,0","0,0","0,0",336,293,"0,892857","1,106667"
2025-06-10,Terça-feira,"15,93","0,0","0,0","0,0","0,0","0,0","15,93",1338,1132,"0,597907","1,99125"
2025-06-10,Terça-feira,"0,2","0,0","0,0","0,0","0,0","0,0","0,0",12,11,"8,333333","0,2"
2025-06-10,Terça-feira,"24,16","0,0","0,0","0,0","0,0","0,0","24,16",1791,1548,"0,502513","2,684444"
2025-06-10,Terça-feira,"4,27","0,0","0,0","0,0","0,0","0,0","4,27",427,378,"1,873536","0,53375"
2025-06-10,Terça-feira,"4,06","0,0","0,0","0,0","0,0","0,0","0,0",359,359,"3,899721","0,29"
2025-06-10,Terça-feira,"4,2","0,0","0,0","0,0","0,0","0,0","2,1",397,303,"1,511335","0,7"
2025-06-10,Terça-feira,"0,02","0,0","0,0","0,0","0,0","0,0","0,0",5,5,"0,0","0,0"
2025-06-10,Terça-feira,"2,38","0,0","0,0","0,0","0,0","0,0","0,0",238,214,"0,420168","2,38"
2025-06-10,Terça-feira,"2,34","0,0","0,0","0,0","0,0","0,0","0,0",194,184,"1,030928","1,17"
2025-06-11,Quarta-feira,"34,1","581,34","17,048093841642228","6,0","5,683333333333334","0,0","2,841667",6165,4588,"0,567721","0,974286"
2025-06-11,Quarta-feira,"52,84","0,0","0,0","0,0","0,0","0,0","2,935556",9401,7424,"1,138177","0,493832"
2025-06-11,Quarta-feira,"19,91","0,0","0,0","0,0","0,0","0,0","2,48875",2592,2142,"1,50463","0,510513"
2025-06-11,Quarta-feira,"44,55","546,33","12,263299663299666","3,0","14,85","0,0","5,56875",5772,4891,"0,762301","1,0125"
2025-06-11,Quarta-feira,"16,9","0,0","0,0","0,0","0,0","0,0","4,225",2321,1808,"0,473934","1,536364"
2025-06-11,Quarta-feira,"35,32","0,0","0,0","0,0","0,0","0,0","5,045714",6017,5228,"0,548446","1,070303"
2025-06-11,Quarta-feira,"54,13","0,0","0,0","0,0","0,0","0,0","3,007222",7074,5857,"1,145038","0,668272"
2025-06-11,Quarta-feira,"20,72","1482,66","71,55694980694982","18,0","1,151111111111111","0,0","10,36",1315,850,"0,836502","1,883636"
2025-06-11,Quarta-feira,"14,24","0,0","0,0","0,0","0,0","0,0","14,24",1285,920,"0,233463","4,746667"
2025-06-11,Quarta-feira,"27,33","0,0","0,0","0,0","0,0","0,0","6,8325",3162,2020,"0,727388","1,188261"
2025-06-11,Quarta-feira,"45,54","0,0","0,0","0,0","0,0","0,0","0,0",5194,3579,"0,616095","1,423125"
2025-06-11,Quarta-feira,"14,81","0,0","0,0","0,0","0,0","0,0","2,962",1881,1460,"0,691122","1,139231"
2025-06-11,Quarta-feira,"18,39","0,0","0,0","0,0","0,0","0,0","3,065",1235,1043,"2,267206","0,656786"
2025-06-11,Quarta-feira,"9,22","0,0","0,0","0,0","0,0","0,0","1,024444",1136,923,"1,320423","0,614667"
2025-06-11,Quarta-feira,"6,85","0,0","0,0","0,0","0,0","0,0","2,283333",985,773,"1,218274","0,570833"
2025-06-11,Quarta-feira,"10,35","0,0","0,0","0,0","0,0","0,0","1,725",1109,943,"1,713255","0,544737"
2025-06-11,Quarta-feira,"5,99","0,0","0,0","0,0","0,0","0,0","1,996667",603,481,"2,321725","0,427857"
2025-06-12,Quinta-feira,"40,2","4280,3099999999995","106,47537313432834","39,0","1,0307692307692309","0,0","5,742857",7429,5737,"0,740342","0,730909"
2025-06-12,Quinta-feira,"61,6","7515,66","122,00746753246753","69,0","0,8927536231884058","0,0","4,4",8787,5651,"1,058382","0,662366"
2025-06-12,Quinta-feira,"19,4","1605,2400000000002","82,74432989690723","12,0","1,6166666666666665","0,0","2,155556",2580,2099,"1,976744","0,380392"
2025-06-12,Quinta-feira,"48,49","2480,1000000000004","51,14662817075686","24,0","2,0204166666666667","0,0","8,081667",5527,4017,"0,759906","1,154524"
2025-06-12,Quinta-feira,"27,67","902,58","32,61944344054933","6,0","4,611666666666667","0,0","3,952857",4615,3549,"0,520043","1,152917"
2025-06-12,Quinta-feira,"37,81","3123,24","82,6035440359693","36,0","1,0502777777777779","37,81","2,363125",5447,3397,"0,881219","0,787708"
2025-06-12,Quinta-feira,"57,22","940,5","16,436560643131774","15,0","3,8146666666666667","57,22","3,57625",7119,5398,"1,446832","0,555534"
2025-06-12,Quinta-feira,"22,28","3225,4500000000003","144,76885098743267","39,0","0,5712820512820513","0,0","22,28",1708,1175,"0,58548","2,228"
2025-06-12,Quinta-feira,"13,96","832,71","59,64971346704871","9,0","1,551111111111111","0,0","13,96",1139,831,"0,702371","1,745"
2025-06-12,Quinta-feira,"46,78","0,0","0,0","0,0","0,0","46,78","6,682857",5405,2963,"0,555042","1,559333"
2025-06-12,Quinta-feira,"42,22","0,0","0,0","0,0","0,0","0,0","0,0",4507,2925,"0,665631","1,407333"
2025-06-12,Quinta-feira,"18,13","1486,47","81,98952013237728","15,0","1,2086666666666666","0,0","2,014444",2001,1552,"1,649175","0,549394"
2025-06-12,Quinta-feira,"19,23","317,1","16,489859594383777","3,0","6,41","0,0","4,8075",1735,1488,"1,556196","0,712222"
2025-06-12,Quinta-feira,"7,27","3271,8900000000003","450,0536451169189","39,0","0,1864102564102564","0,0","3,635",1092,884,"1,465201","0,454375"
2025-06-12,Quinta-feira,"10,89","1737,0","159,50413223140495","15,0","0,7260000000000001","0,0","1,36125",1724,1328,"1,566125","0,403333"
2025-06-12,Quinta-feira,"4,82","0,0","0,0","0,0","0,0","0,0","4,82",624,513,"0,641026","1,205"
2025-06-12,Quinta-feira,"11,05","586,26","53,0552036199095","6,0","1,8416666666666668","0,0","2,7625",1331,1019,"1,427498","0,581579"
2025-06-12,Quinta-feira,"2,9","0,0","0,0","0,0","0,0","0,0","0,966667",295,260,"2,711864","0,3625"
2025-06-12,Quinta-feira,"16,5","0,0","0,0","0,0","0,0","0,0","8,25",1908,1456,"1,362683","0,634615"
2025-06-13,Sexta-feira,"38,27","1134,96","29,656650117585574","12,0","3,189166666666667","0,0","5,467143",6335,4957,"0,836622","0,722075"
2025-06-13,Sexta-feira,"57,94","975,5999999999999","16,83810838798757","9,0","6,437777777777778","57,94","4,828333",8264,4785,"0,520329","1,347442"
2025-06-13,Sexta-feira,"19,78","569,4000000000001","28,78665318503539","6,0","3,296666666666667","0,0","3,956",2373,1921,"0,969237","0,86"
2025-06-13,Sexta-feira,"49,21","3543,0","71,99756147124567","24,0","2,0504166666666666","0,0","4,100833",5525,3968,"0,886878","1,004286"
2025-06-13,Sexta-feira,"22,39","737,34","32,93166592228673","6,0","3,731666666666667","22,39","4,478",2696,2085,"0,55638","1,492667"
2025-06-13,Sexta-feira,"42,13","197,13","4,679088535485402","3,0","14,043333333333335","0,0","2,633125",5665,3808,"0,54722","1,359032"
2025-06-13,Sexta-feira,"56,83","865,44","15,228576456097134","9,0","6,314444444444444","56,83","4,371538",6489,4434,"0,785945","1,114314"
2025-06-13,Sexta-feira,"22,7","2666,82","117,48105726872248","27,0","0,8407407407407407","0,0","11,35",1841,1218,"0,543183","2,27"
2025-06-13,Sexta-feira,"15,84","745,11","47,03977272727273","9,0","1,76","0,0","15,84",1463,1119,"0,478469","2,262857"
2025-06-13,Sexta-feira,"44,92","1157,73","25,773152270703473","9,0","4,9911111111111115","22,46","4,991111",5038,2827,"0,615324","1,449032"
2025-06-13,Sexta-feira,"49,48","0,0","0,0","0,0","0,0","0,0","0,0",6229,4324,"0,433456","1,832593"
2025-06-13,Sexta-feira,"15,04","1630,3500000000001","108,40093085106385","15,0","1,0026666666666666","15,04","7,52",1791,1380,"0,446678","1,88"
2025-06-13,Sexta-feira,"15,85","0,0","0,0","0,0","0,0","0,0","5,283333",1738,1483,"1,32336","0,68913"
2025-06-13,Sexta-feira,"6,58","475,38","72,24620060790274","6,0","1,0966666666666667","0,0","6,58",968,797,"0,826446","0,8225"
2025-06-13,Sexta-feira,"13,19","0,0","0,0","0,0","0,0","0,0","2,198333",1762,1275,"1,475596","0,507308"
2025-06-13,Sexta-feira,"10,78","0,0","0,0","0,0","0,0","0,0","3,593333",1342,1086,"1,266766","0,634118"
2025-06-13,Sexta-feira,"5,45","0,0","0,0","0,0","0,0","0,0","5,45",599,499,"1,168614","0,778571"
2025-06-13,Sexta-feira,"5,03","0,0","0,0","0,0","0,0","0,0","5,03",620,550,"0,806452","1,006"
2025-06-13,Sexta-feira,"14,12","0,0","0,0","0,0","0,0","0,0","3,53",1823,1442,"1,151947","0,672381"
2025-06-14,Sábado,"38,56","1242,48","32,22199170124481","12,0","3,2133333333333334","0,0","2,570667",5574,4150,"0,699677","0,988718"
2025-06-14,Sábado,"60,49","5464,29","90,33377417755","51,0","1,186078431372549","0,0","3,0245",8099,4382,"0,740832","1,008167"
2025-06-14,Sábado,"18,14","0,0","0,0","0,0","0,0","0,0","3,628",2404,1907,"1,123128","0,671852"
2025-06-14,Sábado,"42,85","1646,28","38,4196032672112","15,0","2,856666666666667","0,0","7,141667",5097,3589,"1,039827","0,808491"
